Mat,Dev,treatment,bucket,embryo_no,length_mm,area_mm2,stage
C,W,CW,CW2,15,NA,0.00945,EG
C,W,CW,CW2,16,NA,0.01018,EG
C,W,CW,CW2,17,NA,0.00972,EG
C,W,CW,CW2,18,NA,0.00888,EG
C,W,CW,CW2,19,NA,0.00893,EG
C,W,CW,CW2,20,NA,0.00989,EG
C,W,CW,CW2,21,NA,0.00993,EG
C,W,CW,CW2,22,NA,0.01016,EG
C,W,CW,CW2,23,NA,0.00972,EG
C,W,CW,CW2,24,NA,0.0108,EG
C,W,CW,CW2,25,NA,0.00933,EG
C,W,CW,CW2,26,NA,0.00935,EG
C,W,CW,CW2,27,NA,0.00942,EG
C,W,CW,CW2,28,NA,0.0101,EG
C,W,CW,CW2,29,NA,0.010145,EG
C,W,CW,CW2,30,NA,0.00936,EG
C,W,CW,CW2,31,NA,0.00932,EG
C,W,CW,CW2,32,NA,0.00954,EG
C,W,CW,CW2,33,NA,0.0101,EG
C,W,CW,CW2,34,NA,0.00965,EG
C,W,CW,CW2,35,NA,0.00955,EG
C,W,CW,CW3,1,NA,0.0094,EG
C,W,CW,CW3,2,NA,0.00968,EG
C,W,CW,CW3,3,NA,0.0107,EG
C,W,CW,CW3,4,NA,0.00971,EG
C,W,CW,CW3,5,NA,0.0095,EG
C,W,CW,CW3,6,NA,0.01004,EG
C,W,CW,CW3,7,NA,0.01034,EG
C,W,CW,CW3,8,NA,0.00977,EG
C,W,CW,CW3,9,NA,0.0099,EG
C,W,CW,CW3,10,NA,0.00994,EG
C,W,CW,CW3,11,NA,0.00974,EG
C,W,CW,CW3,12,NA,0.00974,EG
C,W,CW,CW3,13,NA,0.0106,EG
C,W,CW,CW3,14,NA,0.00935,EG
C,W,CW,CW3,15,NA,0.00997,EG
C,W,CW,CW3,16,NA,0.00989,EG
C,W,CW,CW3,17,NA,0.01041,EG
C,W,CW,CW3,18,NA,0.01066,EG
C,W,CW,CW3,19,NA,0.01004,EG
C,W,CW,CW3,20,NA,0.01029,EG
C,W,CW,CW3,21,NA,0.00958,EG
C,W,CW,CW3,22,NA,0.01038,EG
C,W,CW,CW3,23,NA,0.01025,EG
C,W,CW,CW3,24,NA,0.00988,EG
C,W,CW,CW3,25,NA,0.01002,EG
C,W,CW,CW3,26,NA,0.00989,EG
C,W,CW,CW3,27,NA,0.01026,EG
C,W,CW,CW3,28,NA,0.00996,EG
C,W,CW,CW3,29,NA,0.01003,EG
C,W,CW,CW3,30,NA,0.00907,EG
C,W,CW,CW3,31,NA,0.00973,EG
C,W,CW,CW3,32,NA,0.01016,EG
C,W,CW,CW3,33,NA,0.00883,EG
C,W,CW,CW3,34,NA,0.0098,EG
C,W,CW,CW3,35,NA,0.00989,EG
W,C,WC,WC1,1,NA,0.0104,EG
W,C,WC,WC1,2,NA,0.00887,EG
W,C,WC,WC1,3,NA,0.01028,EG
W,C,WC,WC1,4,NA,0.01018,EG
W,C,WC,WC1,5,NA,0.01087,EG
W,C,WC,WC1,6,NA,0.0095,EG
W,C,WC,WC1,7,NA,0.0113,EG
W,C,WC,WC1,8,NA,0.00978,EG
W,C,WC,WC1,9,NA,0.00958,EG
W,C,WC,WC1,10,NA,0.01098,EG
W,C,WC,WC1,11,NA,0.01001,EG
W,C,WC,WC1,12,NA,0.00901,EG
W,C,WC,WC1,13,NA,0.01011,EG
W,C,WC,WC1,14,NA,0.01059,EG
W,C,WC,WC1,15,NA,0.00917,EG
W,C,WC,WC1,16,NA,0.01006,EG
W,C,WC,WC1,17,NA,0.01129,EG
W,C,WC,WC1,18,NA,0.00974,EG
W,C,WC,WC1,19,NA,0.00973,EG
W,C,WC,WC1,20,NA,0.01024,EG
W,C,WC,WC1,21,NA,0.01041,EG
W,C,WC,WC1,22,NA,0.01064,EG
W,C,WC,WC1,23,NA,0.01014,EG
W,C,WC,WC1,24,NA,0.01009,EG
W,C,WC,WC1,25,NA,0.00997,EG
W,C,WC,WC1,26,NA,0.01085,EG
W,C,WC,WC1,27,NA,0.00971,EG
W,C,WC,WC1,28,NA,0.01026,EG
W,C,WC,WC1,29,NA,0.00874,EG
W,C,WC,WC1,30,NA,0.0112,EG
W,C,WC,WC1,31,NA,0.01113,EG
W,C,WC,WC1,32,NA,0.01032,EG
W,C,WC,WC1,33,NA,0.0102,EG
W,C,WC,WC1,34,NA,0.01022,EG
W,C,WC,WC1,35,NA,0.01025,EG
W,C,WC,WC2,1,NA,0.00909,EG
W,C,WC,WC2,2,NA,0.01014,EG
W,C,WC,WC2,3,NA,0.01025,EG
W,C,WC,WC2,4,NA,0.01056,EG
W,C,WC,WC2,5,NA,0.01053,EG
W,C,WC,WC2,6,NA,0.01032,EG
W,C,WC,WC2,7,NA,0.0105,EG
W,C,WC,WC2,8,NA,0.00863,EG
W,C,WC,WC2,9,NA,0.00988,EG
W,C,WC,WC2,10,NA,0.00956,EG
W,C,WC,WC2,11,NA,0.01043,EG
W,C,WC,WC2,12,NA,0.01081,EG
W,C,WC,WC2,13,NA,0.00958,EG
W,C,WC,WC2,14,NA,0.01037,EG
W,C,WC,WC2,15,NA,0.00949,EG
W,C,WC,WC2,16,NA,0.01095,EG
W,C,WC,WC2,17,NA,0.01011,EG
W,C,WC,WC2,18,NA,0.00971,EG
W,C,WC,WC2,19,NA,0.01007,EG
W,C,WC,WC2,20,NA,0.00978,EG
W,C,WC,WC2,21,NA,0.01049,EG
W,C,WC,WC2,22,NA,0.0096,EG
W,C,WC,WC2,23,NA,0.01106,EG
W,C,WC,WC2,24,NA,0.00932,EG
W,C,WC,WC2,25,NA,0.01035,EG
W,C,WC,WC2,26,NA,0.01043,EG
W,C,WC,WC2,27,NA,0.0099,EG
W,C,WC,WC2,28,NA,0.00985,EG
W,C,WC,WC2,29,NA,0.01147,EG
W,C,WC,WC2,30,NA,0.01076,EG
W,C,WC,WC2,31,NA,0.00946,EG
W,C,WC,WC2,32,NA,0.01116,EG
W,C,WC,WC2,33,NA,0.01113,EG
W,C,WC,WC2,34,NA,0.01011,EG
W,C,WC,WC2,35,NA,0.01032,EG
W,C,WC,WC3,1,NA,0.01037,EG
W,C,WC,WC3,2,NA,0.01039,EG
W,C,WC,WC3,3,NA,0.0097,EG
W,C,WC,WC3,4,NA,0.0094,EG
W,C,WC,WC3,5,NA,0.01064,EG
W,C,WC,WC3,6,NA,0.0097,EG
W,C,WC,WC3,7,NA,0.00987,EG
W,C,WC,WC3,8,NA,0.0084,EG
W,C,WC,WC3,9,NA,0.00929,EG
W,C,WC,WC3,10,NA,0.0108,EG
W,C,WC,WC3,11,NA,0.00987,EG
W,C,WC,WC3,12,NA,0.00999,EG
W,C,WC,WC3,13,NA,0.00962,EG
W,C,WC,WC3,14,NA,0.01003,EG
W,C,WC,WC3,15,NA,0.01049,EG
W,C,WC,WC3,16,NA,0.00901,EG
W,C,WC,WC3,17,NA,0.01006,EG
W,C,WC,WC3,18,NA,0.01101,EG
W,C,WC,WC3,19,NA,0.00889,EG
W,C,WC,WC3,20,NA,0.01067,EG
W,C,WC,WC3,21,NA,0.01069,EG
W,C,WC,WC3,22,NA,0.01,EG
W,C,WC,WC3,23,NA,0.01009,EG
W,C,WC,WC3,24,NA,0.01049,EG
W,C,WC,WC3,25,NA,0.01099,EG
W,C,WC,WC3,26,NA,0.01065,EG
W,C,WC,WC3,27,NA,0.01053,EG
W,C,WC,WC3,28,NA,0.01181,EG
W,C,WC,WC3,29,NA,0.01031,EG
W,C,WC,WC3,30,NA,0.01055,EG
W,C,WC,WC3,31,NA,0.00937,EG
W,C,WC,WC3,32,NA,0.00964,EG
W,C,WC,WC3,33,NA,0.01061,EG
W,C,WC,WC3,34,NA,0.00893,EG
W,C,WC,WC3,35,NA,0.01017,EG
W,W,WW,WW1,1,NA,0.01,EG
W,W,WW,WW1,2,NA,0.01074,EG
W,W,WW,WW1,3,NA,0.00942,EG
W,W,WW,WW1,4,NA,0.00907,EG
W,W,WW,WW1,5,NA,0.00996,EG
W,W,WW,WW1,6,NA,0.00982,EG
W,W,WW,WW1,7,NA,0.00963,EG
W,W,WW,WW1,8,NA,0.01011,EG
W,W,WW,WW1,9,NA,0.00969,EG
W,W,WW,WW1,10,NA,0.01043,EG
W,W,WW,WW1,11,NA,0.01067,EG
W,W,WW,WW1,12,NA,0.00962,EG
W,W,WW,WW1,13,NA,0.01003,EG
W,W,WW,WW1,14,NA,0.00941,EG
W,W,WW,WW1,15,NA,0.01038,EG
W,W,WW,WW1,16,NA,0.01004,EG
W,W,WW,WW1,17,NA,0.0099,EG
W,W,WW,WW1,18,NA,0.00908,EG
W,W,WW,WW1,19,NA,0.01046,EG
W,W,WW,WW1,20,NA,0.00995,EG
W,W,WW,WW1,21,NA,0.00988,EG
W,W,WW,WW1,22,NA,0.00925,EG
W,W,WW,WW1,23,NA,0.01115,EG
W,W,WW,WW1,24,NA,0.00974,EG
W,W,WW,WW1,25,NA,0.00919,EG
W,W,WW,WW1,26,NA,0.00894,EG
W,W,WW,WW1,27,NA,0.01063,EG
W,W,WW,WW1,28,NA,0.01075,EG
W,W,WW,WW1,29,NA,0.01,EG
W,W,WW,WW1,30,NA,0.00952,EG
W,W,WW,WW1,31,NA,0.00997,EG
W,W,WW,WW1,32,NA,0.00893,EG
W,W,WW,WW1,33,NA,0.00999,EG
W,W,WW,WW1,34,NA,0.00908,EG
W,W,WW,WW1,35,NA,0.00989,EG
W,W,WW,WW2,1,NA,0.00963,EG
W,W,WW,WW2,2,NA,0.01049,EG
W,W,WW,WW2,3,NA,0.00979,EG
W,W,WW,WW2,4,NA,0.00948,EG
W,W,WW,WW2,5,NA,0.0102,EG
W,W,WW,WW2,6,NA,0.01015,EG
W,W,WW,WW2,7,NA,0.00975,EG
W,W,WW,WW2,8,NA,0.01074,EG
W,W,WW,WW2,9,NA,0.0093,EG
W,W,WW,WW2,10,NA,0.00997,EG
W,W,WW,WW2,11,NA,0.0092,EG
W,W,WW,WW2,12,NA,0.00905,EG
W,W,WW,WW2,13,NA,0.00957,EG
W,W,WW,WW2,14,NA,0.00911,EG
W,W,WW,WW2,15,NA,0.01068,EG
W,W,WW,WW2,16,NA,0.00965,EG
W,W,WW,WW2,17,NA,0.00786,EG
W,W,WW,WW2,18,NA,0.01013,EG
W,W,WW,WW2,19,NA,0.01062,EG
W,W,WW,WW2,20,NA,0.00966,EG
W,W,WW,WW2,21,NA,0.01054,EG
W,W,WW,WW2,22,NA,0.00925,EG
W,W,WW,WW2,23,NA,0.01076,EG
W,W,WW,WW2,24,NA,0.01107,EG
W,W,WW,WW2,25,NA,0.00951,EG
W,W,WW,WW2,26,NA,0.01083,EG
W,W,WW,WW2,27,NA,0.00959,EG
W,W,WW,WW2,28,NA,0.01006,EG
W,W,WW,WW2,29,NA,0.01037,EG
W,W,WW,WW2,30,NA,0.01044,EG
W,W,WW,WW2,31,NA,0.01036,EG
W,W,WW,WW2,32,NA,0.00992,EG
W,W,WW,WW2,33,NA,0.00943,EG
W,W,WW,WW2,34,NA,0.00797,EG
W,W,WW,WW2,35,NA,0.00967,EG
W,W,WW,WW3,1,NA,0.01036,EG
W,W,WW,WW3,2,NA,0.01019,EG
W,W,WW,WW3,3,NA,0.00997,EG
W,W,WW,WW3,4,NA,0.01038,EG
W,W,WW,WW3,5,NA,0.0091,EG
W,W,WW,WW3,6,NA,0.00926,EG
W,W,WW,WW3,7,NA,0.00821,EG
W,W,WW,WW3,8,NA,0.00972,EG
W,W,WW,WW3,9,NA,0.0094,EG
W,W,WW,WW3,10,NA,0.01019,EG
W,W,WW,WW3,11,NA,0.00857,EG
W,W,WW,WW3,12,NA,0.01001,EG
W,W,WW,WW3,13,NA,0.00845,EG
W,W,WW,WW3,14,NA,0.00986,EG
W,W,WW,WW3,15,NA,0.00996,EG
W,W,WW,WW3,16,NA,0.00984,EG
W,W,WW,WW3,17,NA,0.01059,EG
W,W,WW,WW3,18,NA,0.01019,EG
W,W,WW,WW3,19,NA,0.01019,EG
W,W,WW,WW3,20,NA,0.01057,EG
W,W,WW,WW3,21,NA,0.01,EG
W,W,WW,WW3,22,NA,0.00895,EG
W,W,WW,WW3,23,NA,0.01081,EG
W,W,WW,WW3,24,NA,0.01007,EG
W,W,WW,WW3,25,NA,0.0109,EG
W,W,WW,WW3,26,NA,0.01018,EG
W,W,WW,WW3,27,NA,0.0096,EG
W,W,WW,WW3,28,NA,0.01013,EG
W,W,WW,WW3,29,NA,0.01048,EG
W,W,WW,WW3,30,NA,0.01056,EG
W,W,WW,WW3,31,NA,0.00954,EG
W,W,WW,WW3,32,NA,0.00981,EG
W,W,WW,WW3,33,NA,0.00998,EG
W,W,WW,WW3,34,NA,0.00919,EG
W,W,WW,WW3,35,NA,0.01025,EG
C,C,CC,CC1,1,0.13103,0.01377,PR
C,C,CC,CC1,2,0.09265,0.01323,PR
C,C,CC,CC1,3,0.08744,0.01253,PR
C,C,CC,CC1,4,0.1091,0.01415,PR
C,C,CC,CC1,5,0.10009,0.01365,PR
C,C,CC,CC1,6,0.09782,0.01375,PR
C,C,CC,CC1,7,0.09666,0.01181,PR
C,C,CC,CC1,8,0.08766,0.01334,PR
C,C,CC,CC1,9,0.0871,0.01363,PR
C,C,CC,CC1,10,0.10109,0.01271,PR
C,C,CC,CC1,11,0.08473,0.01257,PR
C,C,CC,CC1,12,0.08216,0.01253,PR
C,C,CC,CC1,13,0.07933,0.01266,PR
C,C,CC,CC1,14,0.09468,0.01298,PR
C,C,CC,CC1,15,0.08942,0.01259,PR
C,C,CC,CC1,16,0.08546,0.01237,PR
C,C,CC,CC1,17,0.11005,0.01421,PR
C,C,CC,CC1,18,0.09638,0.01311,PR
C,C,CC,CC1,19,0.0862,0.01273,PR
C,C,CC,CC1,20,0.08382,0.01314,PR
C,C,CC,CC1,21,0.08207,0.01252,PR
C,C,CC,CC1,22,0.08591,0.01315,PR
C,C,CC,CC1,23,0.09181,0.01346,PR
C,C,CC,CC1,24,0.09125,0.01236,PR
C,C,CC,CC1,25,0.09882,0.01254,PR
C,C,CC,CC1,26,0.09979,0.01383,PR
C,C,CC,CC1,27,0.11628,0.0121,PR
C,C,CC,CC1,28,0.10704,0.01242,PR
C,C,CC,CC1,29,0.13022,0.0136,PR
C,C,CC,CC1,30,0.08858,0.01388,PR
C,C,CC,CC1,31,0.10387,0.01351,PR
C,C,CC,CC1,32,0.11332,0.01389,PR
C,C,CC,CC1,33,0.09841,0.01381,PR
C,C,CC,CC1,34,0.10872,0.01313,PR
C,C,CC,CC1,35,0.09977,0.0129,PR
C,C,CC,CC2,1,0.11364,0.01392,PR
C,C,CC,CC2,2,0.10167,0.01432,PR
C,C,CC,CC2,3,0.108,0.01446,PR
C,C,CC,CC2,4,0.09325,0.01249,PR
C,C,CC,CC2,5,0.10782,0.01469,PR
C,C,CC,CC2,6,0.11675,0.01402,PR
C,C,CC,CC2,7,0.11436,0.01295,PR
C,C,CC,CC2,8,0.10286,0.01341,PR
C,C,CC,CC2,9,0.12077,0.01386,PR
C,C,CC,CC2,10,0.10445,0.01392,PR
C,C,CC,CC2,11,0.08777,0.01308,PR
C,C,CC,CC2,12,0.11157,0.01347,PR
C,C,CC,CC2,13,0.09841,0.01481,PR
C,C,CC,CC2,14,0.11246,0.0133,PR
C,C,CC,CC2,15,0.11482,0.01377,PR
C,C,CC,CC2,16,0.12045,0.01395,PR
C,C,CC,CC2,17,0.12756,0.015,PR
C,C,CC,CC2,18,0.10475,0.01548,PR
C,C,CC,CC2,19,0.11259,0.01513,PR
C,C,CC,CC2,20,0.09682,0.01404,PR
C,C,CC,CC2,21,0.12172,0.01543,PR
C,C,CC,CC2,22,0.12498,0.01328,PR
C,C,CC,CC2,23,0.12061,0.01377,PR
C,C,CC,CC2,24,0.08162,0.01374,PR
C,C,CC,CC2,25,0.1108,0.01328,PR
C,C,CC,CC2,26,0.10464,0.01294,PR
C,C,CC,CC2,27,0.1153,0.01301,PR
C,C,CC,CC2,28,0.11421,0.01477,PR
C,C,CC,CC2,29,0.10549,0.0142,PR
C,C,CC,CC2,30,0.12535,0.01398,PR
C,C,CC,CC2,31,0.10503,0.01374,PR
C,C,CC,CC2,32,0.11068,0.0125,PR
C,C,CC,CC2,33,0.10365,0.01362,PR
C,C,CC,CC2,34,0.10764,0.01398,PR
C,C,CC,CC2,35,0.09045,0.01409,PR
C,C,CC,CC3,1,0.08091,0.01397,PR
C,C,CC,CC3,2,0.07693,0.01216,PR
C,C,CC,CC3,3,0.07574,0.01278,PR
C,C,CC,CC3,4,0.09846,0.01232,PR
C,C,CC,CC3,5,0.07685,0.01347,PR
C,C,CC,CC3,6,0.09268,0.01281,PR
C,C,CC,CC3,7,0.07504,0.01188,PR
C,C,CC,CC3,8,0.0973,0.01278,PR
C,C,CC,CC3,9,0.09085,0.01352,PR
C,C,CC,CC3,10,0.08763,0.01333,PR
C,C,CC,CC3,11,0.07755,0.0122,PR
C,C,CC,CC3,12,0.08483,0.01216,PR
C,C,CC,CC3,13,0.07783,0.01173,PR
C,C,CC,CC3,14,0.08739,0.01267,PR
C,C,CC,CC3,15,0.09039,0.01339,PR
C,C,CC,CC3,16,0.11261,0.0131,PR
C,C,CC,CC3,17,0.10581,0.01331,PR
C,C,CC,CC3,18,0.09913,0.01404,PR
C,C,CC,CC3,19,0.09729,0.01332,PR
C,C,CC,CC3,20,0.06655,0.01156,PR
C,C,CC,CC3,21,0.0883,0.01217,PR
C,C,CC,CC3,22,0.09006,0.0127,PR
C,C,CC,CC3,23,0.10819,0.01366,PR
C,C,CC,CC3,24,0.07339,0.0116,PR
C,C,CC,CC3,25,0.09529,0.01203,PR
C,C,CC,CC3,26,0.09958,0.01275,PR
C,C,CC,CC3,27,0.09742,0.01311,PR
C,C,CC,CC3,28,0.10567,0.01341,PR
C,C,CC,CC3,29,0.09958,0.01283,PR
C,C,CC,CC3,30,0.09427,0.01202,PR
C,C,CC,CC3,31,0.08768,0.01148,PR
C,C,CC,CC3,32,0.08722,0.01229,PR
C,C,CC,CC3,33,0.09015,0.01268,PR
C,C,CC,CC3,34,0.09609,0.0124,PR
C,C,CC,CC3,35,0.1113,0.01219,PR
C,W,CW,CW1,1,0.15173,0.0159,PR
C,W,CW,CW1,2,0.13596,0.01631,PR
C,W,CW,CW1,3,0.13737,0.01494,PR
C,W,CW,CW1,4,0.14715,0.01605,PR
C,W,CW,CW1,5,0.163,0.01546,PR
C,W,CW,CW1,6,0.15715,0.01591,PR
C,W,CW,CW1,7,0.14218,0.0172,PR
C,W,CW,CW1,8,0.15852,0.01547,PR
C,W,CW,CW1,9,0.17383,0.01521,PR
C,W,CW,CW1,10,0.16217,0.01504,PR
C,W,CW,CW1,11,0.09505,0.01571,PR
C,W,CW,CW1,12,0.10714,0.01521,PR
C,W,CW,CW1,13,0.16967,0.0161,PR
C,W,CW,CW1,14,0.10835,0.01328,PR
C,W,CW,CW1,15,0.14756,0.01474,PR
C,W,CW,CW1,16,0.13014,0.01497,PR
C,W,CW,CW1,17,0.1729,0.01718,PR
C,W,CW,CW1,18,0.17611,0.01549,PR
C,W,CW,CW1,19,0.15421,0.01597,PR
C,W,CW,CW1,20,0.16378,0.01514,PR
C,W,CW,CW1,21,0.16376,0.01374,PR
C,W,CW,CW1,22,0.16764,0.01424,PR
C,W,CW,CW1,23,0.13427,0.01506,PR
C,W,CW,CW1,24,0.16997,0.01485,PR
C,W,CW,CW1,25,0.14526,0.01491,PR
C,W,CW,CW1,26,0.09725,0.0143,PR
C,W,CW,CW1,27,0.17741,0.01504,PR
C,W,CW,CW1,28,0.16641,0.01634,PR
C,W,CW,CW1,29,0.16579,0.01647,PR
C,W,CW,CW1,30,0.1613,0.01589,PR
C,W,CW,CW1,31,0.13002,0.01603,PR
C,W,CW,CW1,32,0.15382,0.01461,PR
C,W,CW,CW1,33,0.16375,0.01486,PR
C,W,CW,CW1,34,0.15247,0.0173,PR
C,W,CW,CW1,35,0.1503,0.01651,PR
C,W,CW,CW2,1,0.15394,0.01592,PR
C,W,CW,CW2,2,0.13601,0.01589,PR
C,W,CW,CW2,3,0.14436,0.01538,PR
C,W,CW,CW2,4,0.13644,0.01581,PR
C,W,CW,CW2,5,0.14132,0.01551,PR
C,W,CW,CW2,6,0.15293,0.01546,PR
C,W,CW,CW2,7,0.13391,0.01455,PR
C,W,CW,CW2,8,0.14195,0.01541,PR
C,W,CW,CW2,9,0.14968,0.01485,PR
C,W,CW,CW2,10,0.15784,0.01536,PR
C,W,CW,CW2,11,0.15275,0.01487,PR
C,W,CW,CW2,12,0.15742,0.01527,PR
C,W,CW,CW2,13,0.15455,0.01608,PR
C,W,CW,CW2,14,0.16326,0.01493,PR
C,W,CW,CW2,15,0.16243,0.01459,PR
C,W,CW,CW2,16,0.14325,0.01534,PR
C,W,CW,CW2,17,0.13322,0.01513,PR
C,W,CW,CW2,18,0.14252,0.0136,PR
C,W,CW,CW2,19,0.15872,0.01528,PR
C,W,CW,CW2,20,0.15775,0.01392,PR
C,W,CW,CW2,21,0.15819,0.01694,PR
C,W,CW,CW2,22,0.16907,0.0149,PR
C,W,CW,CW2,23,0.0931,0.01324,PR
C,W,CW,CW2,24,0.16825,0.0159,PR
C,W,CW,CW2,25,0.16493,0.01585,PR
C,W,CW,CW2,26,0.12782,0.01454,PR
C,W,CW,CW2,27,0.15636,0.01389,PR
C,W,CW,CW2,28,0.16652,0.01545,PR
C,W,CW,CW2,29,0.1609,0.01617,PR
C,W,CW,CW2,30,0.16361,0.0146,PR
C,W,CW,CW2,31,0.1742,0.01528,PR
C,W,CW,CW2,32,0.12561,0.01436,PR
C,W,CW,CW2,33,0.15839,0.01463,PR
C,W,CW,CW2,34,0.16175,0.01567,PR
C,W,CW,CW2,35,0.1542,0.0153,PR
C,W,CW,CW3,1,0.16335,0.0166,PR
C,W,CW,CW3,2,0.1567,0.01669,PR
C,W,CW,CW3,3,0.14894,0.01659,PR
C,W,CW,CW3,4,0.17678,0.01644,PR
C,W,CW,CW3,5,0.15931,0.01589,PR
C,W,CW,CW3,6,0.16479,0.01588,PR
C,W,CW,CW3,7,0.17042,0.01607,PR
C,W,CW,CW3,8,0.16149,0.01615,PR
C,W,CW,CW3,9,0.16687,0.01471,PR
C,W,CW,CW3,10,0.18848,0.01586,PR
C,W,CW,CW3,11,0.14997,0.01488,PR
C,W,CW,CW3,12,0.16833,0.01655,PR
C,W,CW,CW3,13,0.16153,0.01482,PR
C,W,CW,CW3,14,0.15327,0.01542,PR
C,W,CW,CW3,15,0.16219,0.01623,PR
C,W,CW,CW3,16,0.17052,0.0153,PR
C,W,CW,CW3,17,0.16708,0.0163,PR
C,W,CW,CW3,18,0.17078,0.01523,PR
C,W,CW,CW3,19,0.17122,0.01543,PR
C,W,CW,CW3,20,0.15834,0.01585,PR
C,W,CW,CW3,21,0.16276,0.01593,PR
C,W,CW,CW3,22,0.16998,0.01531,PR
C,W,CW,CW3,23,0.17748,0.01625,PR
C,W,CW,CW3,24,0.17185,0.01539,PR
C,W,CW,CW3,25,0.15112,0.01621,PR
C,W,CW,CW3,26,0.17609,0.01558,PR
C,W,CW,CW3,27,0.1413,0.01522,PR
C,W,CW,CW3,28,0.17129,0.01651,PR
C,W,CW,CW3,29,0.17655,0.0152,PR
C,W,CW,CW3,30,0.11918,0.01592,PR
C,W,CW,CW3,31,0.1867,0.01551,PR
C,W,CW,CW3,32,0.1513,0.01562,PR
C,W,CW,CW3,33,0.11778,0.01537,PR
C,W,CW,CW3,34,0.16789,0.01577,PR
C,W,CW,CW3,35,0.14921,0.01525,PR
W,C,WC,WC1,1,0.10602,0.01263,PR
W,C,WC,WC1,2,0.09143,0.01272,PR
W,C,WC,WC1,3,0.09668,0.01471,PR
W,C,WC,WC1,4,0.09105,0.01217,PR
W,C,WC,WC1,5,0.09894,0.01385,PR
W,C,WC,WC1,6,0.07204,0.01391,PR
W,C,WC,WC1,7,0.07265,0.01345,PR
W,C,WC,WC1,8,0.0934,0.01169,PR
W,C,WC,WC1,9,0.10176,0.01492,PR
W,C,WC,WC1,10,0.09734,0.01356,PR
W,C,WC,WC1,11,0.09664,0.01434,PR
W,C,WC,WC1,12,0.09524,0.01254,PR
W,C,WC,WC1,13,0.08338,0.01373,PR
W,C,WC,WC1,14,0.09224,0.01231,PR
W,C,WC,WC1,15,0.0908,0.01113,PR
W,C,WC,WC1,16,0.11741,0.01355,PR
W,C,WC,WC1,17,0.08416,0.01419,PR
W,C,WC,WC1,18,0.09208,0.01179,PR
W,C,WC,WC1,19,0.08941,0.01329,PR
W,C,WC,WC1,20,0.08343,0.01419,PR
W,C,WC,WC1,21,0.10807,0.01069,PR
W,C,WC,WC1,22,0.11042,0.0127,PR
W,C,WC,WC1,23,0.09236,0.01279,PR
W,C,WC,WC1,24,0.09335,0.01109,PR
W,C,WC,WC1,25,0.10082,0.01249,PR
W,C,WC,WC1,26,0.09325,0.01287,PR
W,C,WC,WC1,27,0.08969,0.01515,PR
W,C,WC,WC1,28,0.07899,0.01371,PR
W,C,WC,WC1,29,0.07355,0.01331,PR
W,C,WC,WC1,30,0.08119,0.0127,PR
W,C,WC,WC1,31,0.08322,0.01261,PR
W,C,WC,WC1,32,0.09116,0.01143,PR
W,C,WC,WC1,33,0.09084,0.01405,PR
W,C,WC,WC1,34,0.08309,0.01666,PR
W,C,WC,WC1,35,0.09287,0.01302,PR
W,C,WC,WC2,1,0.08332,0.01392,PR
W,C,WC,WC2,2,0.10821,0.01454,PR
W,C,WC,WC2,3,0.11287,0.01387,PR
W,C,WC,WC2,4,0.08115,0.0131,PR
W,C,WC,WC2,5,0.09974,0.01481,PR
W,C,WC,WC2,6,0.09097,0.01468,PR
W,C,WC,WC2,7,0.09744,0.01515,PR
W,C,WC,WC2,8,0.10773,0.01534,PR
W,C,WC,WC2,9,0.10233,0.01508,PR
W,C,WC,WC2,10,0.07611,0.013,PR
W,C,WC,WC2,11,0.11424,0.01548,PR
W,C,WC,WC2,12,0.12168,0.01521,PR
W,C,WC,WC2,13,0.09735,0.01412,PR
W,C,WC,WC2,14,0.10465,0.01489,PR
W,C,WC,WC2,15,0.11061,0.01489,PR
W,C,WC,WC2,16,0.1145,0.01493,PR
W,C,WC,WC2,17,0.06629,0.01309,PR
W,C,WC,WC2,18,0.11659,0.01408,PR
W,C,WC,WC2,19,0.10289,0.01391,PR
W,C,WC,WC2,20,0.09427,0.01383,PR
W,C,WC,WC2,21,0.08884,0.01447,PR
W,C,WC,WC2,22,0.10621,0.01415,PR
W,C,WC,WC2,23,0.09496,0.01503,PR
W,C,WC,WC2,24,0.12339,0.01466,PR
W,C,WC,WC2,25,0.14677,0.01589,PR
W,C,WC,WC2,26,0.09493,0.01405,PR
W,C,WC,WC2,27,0.10107,0.01502,PR
W,C,WC,WC2,28,0.10632,0.01512,PR
W,C,WC,WC2,29,0.11247,0.01456,PR
W,C,WC,WC2,30,0.10308,0.01551,PR
W,C,WC,WC2,31,0.10176,0.01365,PR
W,C,WC,WC2,32,0.11469,0.01528,PR
W,C,WC,WC2,33,0.0885,0.01384,PR
W,C,WC,WC2,34,0.08931,0.01282,PR
W,C,WC,WC2,35,0.10147,0.01329,PR
W,C,WC,WC3,1,0.10744,0.01495,PR
W,C,WC,WC3,2,0.12205,0.01472,PR
W,C,WC,WC3,3,0.06827,0.01459,PR
W,C,WC,WC3,4,0.0926,0.01411,PR
W,C,WC,WC3,5,0.09092,0.01541,PR
W,C,WC,WC3,6,0.11163,0.01586,PR
W,C,WC,WC3,7,0.08926,0.0137,PR
W,C,WC,WC3,8,0.08168,0.01574,PR
W,C,WC,WC3,9,0.11652,0.01428,PR
W,C,WC,WC3,10,0.10469,0.01505,PR
W,C,WC,WC3,11,0.06797,0.01397,PR
