Mat,Dev,treatment,bucket,embryo_no,length_mm,area_mm2,stage
W,C,WC,WC3,12,0.1071,0.01551,PR
W,C,WC,WC3,13,0.07599,0.01419,PR
W,C,WC,WC3,14,0.1057,0.01516,PR
W,C,WC,WC3,15,0.11912,0.01531,PR
W,C,WC,WC3,16,0.09103,0.01439,PR
W,C,WC,WC3,17,0.09691,0.01496,PR
W,C,WC,WC3,18,0.09701,0.01426,PR
W,C,WC,WC3,19,0.09341,0.01399,PR
W,C,WC,WC3,20,0.0945,0.01432,PR
W,C,WC,WC3,21,0.10168,0.01462,PR
W,C,WC,WC3,22,0.09119,0.01443,PR
W,C,WC,WC3,23,0.0823,0.01247,PR
W,C,WC,WC3,24,0.12364,0.01591,PR
W,C,WC,WC3,25,0.08894,0.01481,PR
W,C,WC,WC3,26,0.10491,0.01356,PR
W,C,WC,WC3,27,0.1102,0.01461,PR
W,C,WC,WC3,28,0.11759,0.01497,PR
W,C,WC,WC3,29,0.09805,0.0136,PR
W,C,WC,WC3,30,0.10833,0.01545,PR
W,C,WC,WC3,31,0.1218,0.01394,PR
W,C,WC,WC3,32,0.10053,0.01466,PR
W,C,WC,WC3,33,0.11566,0.01401,PR
W,C,WC,WC3,34,0.10742,0.01389,PR
W,C,WC,WC3,35,0.11226,0.01444,PR
W,W,WW,WW3,1,0.17179,0.01638,PR
W,W,WW,WW3,2,0.14156,0.01459,PR
W,W,WW,WW3,3,0.1481,0.01527,PR
W,W,WW,WW3,4,0.16701,0.01575,PR
W,W,WW,WW3,5,0.16115,0.0167,PR
W,W,WW,WW3,6,0.17471,0.01573,PR
W,W,WW,WW3,7,0.16997,0.01709,PR
W,W,WW,WW3,8,0.12599,0.0166,PR
W,W,WW,WW3,9,0.14483,0.01558,PR
W,W,WW,WW3,10,0.17625,0.0166,PR
W,W,WW,WW3,11,0.15655,0.01552,PR
W,W,WW,WW3,12,0.18392,0.01768,PR
W,W,WW,WW3,13,0.13928,0.01537,PR
W,W,WW,WW3,14,0.14786,0.01662,PR
W,W,WW,WW3,15,0.16529,0.01568,PR
W,W,WW,WW3,16,0.16416,0.01659,PR
W,W,WW,WW3,17,0.1668,0.01591,PR
W,W,WW,WW3,18,0.14279,0.01638,PR
W,W,WW,WW3,19,0.15829,0.01593,PR
W,W,WW,WW3,20,0.10272,0.01644,PR
W,W,WW,WW3,21,0.16741,0.01632,PR
W,W,WW,WW3,22,0.15,0.01473,PR
W,W,WW,WW3,23,0.16234,0.01562,PR
W,W,WW,WW3,24,0.16586,0.0162,PR
W,W,WW,WW3,25,0.16764,0.0184,PR
W,W,WW,WW3,26,0.14836,0.01583,PR
W,W,WW,WW3,27,0.14128,0.016,PR
W,W,WW,WW3,28,0.16529,0.0168,PR
W,W,WW,WW3,29,0.19842,0.0164,PR
W,W,WW,WW3,30,0.09773,0.01598,PR
W,W,WW,WW3,31,0.14523,0.01646,PR
W,W,WW,WW3,32,0.14898,0.0156,PR
W,W,WW,WW3,33,0.16409,0.01572,PR
W,W,WW,WW3,34,0.16556,0.01737,PR
W,W,WW,WW3,35,0.15738,0.01551,PR
W,W,WW,WW2,1,0.16729,0.01696,PR
W,W,WW,WW2,2,0.16087,0.01669,PR
W,W,WW,WW2,3,0.10831,0.01635,PR
W,W,WW,WW2,4,0.146,0.0169,PR
W,W,WW,WW2,5,0.16293,0.01551,PR
W,W,WW,WW2,6,0.17859,0.01626,PR
W,W,WW,WW2,7,0.16843,0.01565,PR
W,W,WW,WW2,8,0.14736,0.01516,PR
W,W,WW,WW2,9,0.16717,0.01608,PR
W,W,WW,WW2,10,0.09455,0.01576,PR
W,W,WW,WW2,11,0.15506,0.0165,PR
W,W,WW,WW2,12,0.12361,0.0148,PR
W,W,WW,WW2,13,0.17438,0.01649,PR
W,W,WW,WW2,14,0.16447,0.01594,PR
W,W,WW,WW2,15,0.15671,0.01649,PR
W,W,WW,WW2,16,0.12563,0.01628,PR
W,W,WW,WW2,17,0.16801,0.01758,PR
W,W,WW,WW2,18,0.15714,0.01676,PR
W,W,WW,WW2,19,0.11314,0.01551,PR
W,W,WW,WW2,20,0.16157,0.01699,PR
W,W,WW,WW2,21,0.18574,0.01675,PR
W,W,WW,WW2,22,0.17746,0.01685,PR
W,W,WW,WW2,23,0.15551,0.01614,PR
W,W,WW,WW2,24,0.16609,0.01714,PR
W,W,WW,WW2,25,0.16319,0.01714,PR
W,W,WW,WW2,26,0.15418,0.01495,PR
W,W,WW,WW2,27,0.12769,0.01648,PR
W,W,WW,WW2,28,0.16753,0.01627,PR
W,W,WW,WW2,29,0.16271,0.01702,PR
W,W,WW,WW2,30,0.15203,0.0166,PR
W,W,WW,WW2,31,0.17464,0.01654,PR
W,W,WW,WW2,32,0.12168,0.01699,PR
W,W,WW,WW2,34,0.16879,0.01696,PR
W,W,WW,WW2,35,0.13334,0.01598,PR
W,W,WW,WW1,1,0.16009,0.01607,PR
W,W,WW,WW1,2,0.13836,0.01558,PR
W,W,WW,WW1,3,0.09952,0.01462,PR
W,W,WW,WW1,4,0.15651,0.01625,PR
W,W,WW,WW1,5,0.13068,0.01535,PR
W,W,WW,WW1,6,0.11388,0.01555,PR
W,W,WW,WW1,7,0.15939,0.01655,PR
W,W,WW,WW1,8,0.14385,0.0161,PR
W,W,WW,WW1,9,0.10411,0.01492,PR
W,W,WW,WW1,10,0.13038,0.01643,PR
W,W,WW,WW1,11,0.13354,0.01545,PR
W,W,WW,WW1,12,0.17364,0.01648,PR
W,W,WW,WW1,13,0.13219,0.01636,PR
W,W,WW,WW1,14,0.12249,0.01751,PR
W,W,WW,WW1,15,0.12575,0.01688,PR
W,W,WW,WW1,16,0.15914,0.01559,PR
W,W,WW,WW1,17,0.16784,0.01724,PR
W,W,WW,WW1,18,0.14508,0.01656,PR
W,W,WW,WW1,19,0.13533,0.01516,PR
W,W,WW,WW1,20,0.13153,0.0163,PR
W,W,WW,WW1,21,0.13125,0.0164,PR
W,W,WW,WW1,22,0.11812,0.0147,PR
W,W,WW,WW1,23,0.12788,0.01516,PR
W,W,WW,WW1,24,0.13934,0.01607,PR
W,W,WW,WW1,25,0.14502,0.01619,PR
W,W,WW,WW1,26,0.15555,0.01525,PR
W,W,WW,WW1,27,0.13403,0.01476,PR
W,W,WW,WW1,28,0.16367,0.01501,PR
W,W,WW,WW1,29,0.13366,0.01507,PR
W,W,WW,WW1,30,0.14002,0.01427,PR
W,W,WW,WW1,31,0.08712,0.01551,PR
W,W,WW,WW1,32,0.13122,0.01642,PR
W,W,WW,WW1,33,0.1483,0.0155,PR
W,W,WW,WW1,34,0.16572,0.01672,PR
W,W,WW,WW1,35,0.16555,0.01629,PR
